measure_date_CET,measure_date_UTC_str,measure_date_UTC,da_price,end_date,resolution,imbalance,system_trend,positive_imbalance_settlement_price,negative_imbalance_settlement_price,missing_data_list,updated_date,partition_day,_hour_utc,da_price_15min
2025-08-29 18:15:00.0000000 +00:00,2025-08-29 18:15:00+00:00,2025-08-29 18:15:00+00:00,,2025-08-29 18:30:00.0000000 +00:00,PT15M,-15.0,HAUSSE,118.79,129.99,,2025-08-29 18:32:43.0000000 +00:00,20250829.0,2025-08-29 18:00:00+00:00,81.8
2025-08-29 18:30:00.0000000 +00:00,2025-08-29 18:30:00+00:00,2025-08-29 18:30:00+00:00,,2025-08-29 18:45:00.0000000 +00:00,PT15M,-88.0,HAUSSE,117.84,128.94,,2025-08-29 18:47:43.0000000 +00:00,20250829.0,2025-08-29 18:00:00+00:00,81.8
2025-08-29 18:45:00.0000000 +00:00,2025-08-29 18:45:00+00:00,2025-08-29 18:45:00+00:00,,2025-08-29 19:00:00.0000000 +00:00,PT15M,-63.0,HAUSSE,118.5,129.66,,2025-08-29 19:02:45.0000000 +00:00,20250829.0,2025-08-29 18:00:00+00:00,81.8
2025-08-29 19:00:00+02:00,2025-08-29 17:00:00+00:00,2025-08-29 17:00:00+00:00,53.55,,,,,,,,,,2025-08-29 17:00:00+00:00,53.55
2025-08-29 19:00:00.0000000 +00:00,2025-08-29 19:00:00+00:00,2025-08-29 19:00:00+00:00,,2025-08-29 19:15:00.0000000 +00:00,PT15M,15.0,BAISSE,95.68,104.7,,2025-08-30 06:48:23.0000000 +00:00,20250829.0,2025-08-29 19:00:00+00:00,63.5
2025-08-29 19:15:00.0000000 +00:00,2025-08-29 19:15:00+00:00,2025-08-29 19:15:00+00:00,,2025-08-29 19:30:00.0000000 +00:00,PT15M,85.0,BAISSE,43.8,47.92,,2025-09-05 01:58:10.0000000 +00:00,20250829.0,2025-08-29 19:00:00+00:00,63.5
2025-08-29 19:30:00.0000000 +00:00,2025-08-29 19:30:00+00:00,2025-08-29 19:30:00+00:00,,2025-08-29 19:45:00.0000000 +00:00,PT15M,137.0,BAISSE,-40.71,-37.21,,2025-09-05 01:58:10.0000000 +00:00,20250829.0,2025-08-29 19:00:00+00:00,63.5
2025-08-29 19:45:00.0000000 +00:00,2025-08-29 19:45:00+00:00,2025-08-29 19:45:00+00:00,,2025-08-29 20:00:00.0000000 +00:00,PT15M,284.0,BAISSE,-166.29,-151.97,,2025-09-05 01:58:10.0000000 +00:00,20250829.0,2025-08-29 19:00:00+00:00,63.5
2025-08-29 20:00:00+02:00,2025-08-29 18:00:00+00:00,2025-08-29 18:00:00+00:00,81.8,,,,,,,,,,2025-08-29 18:00:00+00:00,81.8
2025-08-29 20:00:00.0000000 +00:00,2025-08-29 20:00:00+00:00,2025-08-29 20:00:00+00:00,,2025-08-29 20:15:00.0000000 +00:00,PT15M,-39.0,HAUSSE,47.54,52.02,,2025-09-05 01:58:10.0000000 +00:00,20250829.0,2025-08-29 20:00:00+00:00,94.39
2025-08-29 20:15:00.0000000 +00:00,2025-08-29 20:15:00+00:00,2025-08-29 20:15:00+00:00,,2025-08-29 20:30:00.0000000 +00:00,PT15M,116.0,BAISSE,48.64,53.22,,2025-09-05 01:58:11.0000000 +00:00,20250829.0,2025-08-29 20:00:00+00:00,94.39
2025-08-29 20:30:00.0000000 +00:00,2025-08-29 20:30:00+00:00,2025-08-29 20:30:00+00:00,,2025-08-29 20:45:00.0000000 +00:00,PT15M,46.0,BAISSE,84.29,92.23,,2025-09-05 01:58:11.0000000 +00:00,20250829.0,2025-08-29 20:00:00+00:00,94.39
2025-08-29 20:45:00.0000000 +00:00,2025-08-29 20:45:00+00:00,2025-08-29 20:45:00+00:00,,2025-08-29 21:00:00.0000000 +00:00,PT15M,190.0,BAISSE,-137.26,-125.44,,2025-09-05 01:58:11.0000000 +00:00,20250829.0,2025-08-29 20:00:00+00:00,94.39
2025-08-29 21:00:00+02:00,2025-08-29 19:00:00+00:00,2025-08-29 19:00:00+00:00,63.5,,,,,,,,,,2025-08-29 19:00:00+00:00,63.5
2025-08-29 21:00:00.0000000 +00:00,2025-08-29 21:00:00+00:00,2025-08-29 21:00:00+00:00,,2025-08-29 21:15:00.0000000 +00:00,PT15M,-39.0,HAUSSE,50.52,55.28,,2025-09-05 01:58:11.0000000 +00:00,20250829.0,2025-08-29 21:00:00+00:00,86.0
2025-08-29 21:15:00.0000000 +00:00,2025-08-29 21:15:00+00:00,2025-08-29 21:15:00+00:00,,2025-08-29 21:30:00.0000000 +00:00,PT15M,104.0,BAISSE,42.87,46.91,,2025-09-05 01:58:11.0000000 +00:00,20250829.0,2025-08-29 21:00:00+00:00,86.0
2025-08-29 21:30:00.0000000 +00:00,2025-08-29 21:30:00+00:00,2025-08-29 21:30:00+00:00,,2025-08-29 21:45:00.0000000 +00:00,PT15M,85.0,BAISSE,63.33,69.29,,2025-09-05 01:58:11.0000000 +00:00,20250829.0,2025-08-29 21:00:00+00:00,86.0
2025-08-29 21:45:00.0000000 +00:00,2025-08-29 21:45:00+00:00,2025-08-29 21:45:00+00:00,,2025-08-29 22:00:00.0000000 +00:00,PT15M,281.0,BAISSE,11.0,12.04,,2025-09-05 01:58:11.0000000 +00:00,20250829.0,2025-08-29 21:00:00+00:00,86.0
2025-08-29 22:00:00+02:00,2025-08-29 20:00:00+00:00,2025-08-29 20:00:00+00:00,94.39,,,,,,,,,,2025-08-29 20:00:00+00:00,94.39
2025-08-29 22:00:00.0000000 +00:00,2025-08-29 22:00:00+00:00,2025-08-29 22:00:00+00:00,,2025-08-29 22:15:00.0000000 +00:00,PT15M,18.0,BAISSE,68.32,74.76,,2025-09-06 06:22:16.0000000 +00:00,20250830.0,2025-08-29 22:00:00+00:00,67.02
2025-08-29 22:15:00.0000000 +00:00,2025-08-29 22:15:00+00:00,2025-08-29 22:15:00+00:00,,2025-08-29 22:30:00.0000000 +00:00,PT15M,74.0,BAISSE,41.43,45.33,,2025-09-06 06:22:16.0000000 +00:00,20250830.0,2025-08-29 22:00:00+00:00,67.02
2025-08-29 22:30:00.0000000 +00:00,2025-08-29 22:30:00+00:00,2025-08-29 22:30:00+00:00,,2025-08-29 22:45:00.0000000 +00:00,PT15M,55.0,BAISSE,54.41,59.53,,2025-09-06 06:22:16.0000000 +00:00,20250830.0,2025-08-29 22:00:00+00:00,67.02
2025-08-29 22:45:00.0000000 +00:00,2025-08-29 22:45:00+00:00,2025-08-29 22:45:00+00:00,,2025-08-29 23:00:00.0000000 +00:00,PT15M,79.0,BAISSE,32.77,35.85,,2025-09-06 06:22:16.0000000 +00:00,20250830.0,2025-08-29 22:00:00+00:00,67.02
2025-08-29 23:00:00+02:00,2025-08-29 21:00:00+00:00,2025-08-29 21:00:00+00:00,86.0,,,,,,,,,,2025-08-29 21:00:00+00:00,86.0
2025-08-29 23:00:00.0000000 +00:00,2025-08-29 23:00:00+00:00,2025-08-29 23:00:00+00:00,,2025-08-29 23:15:00.0000000 +00:00,PT15M,-55.0,HAUSSE,46.68,51.08,,2025-09-06 06:22:17.0000000 +00:00,20250830.0,2025-08-29 23:00:00+00:00,53.66
2025-08-29 23:15:00.0000000 +00:00,2025-08-29 23:15:00+00:00,2025-08-29 23:15:00+00:00,,2025-08-29 23:30:00.0000000 +00:00,PT15M,-27.0,HAUSSE,41.41,45.31,,2025-08-31 06:27:30.0000000 +00:00,20250830.0,2025-08-29 23:00:00+00:00,53.66
2025-08-29 23:30:00.0000000 +00:00,2025-08-29 23:30:00+00:00,2025-08-29 23:30:00+00:00,,2025-08-29 23:45:00.0000000 +00:00,PT15M,-22.0,HAUSSE,17.0,18.6,,2025-08-30 00:02:38.0000000 +00:00,20250830.0,2025-08-29 23:00:00+00:00,53.66
2025-08-29 23:45:00.0000000 +00:00,2025-08-29 23:45:00+00:00,2025-08-29 23:45:00+00:00,,2025-08-30 00:00:00.0000000 +00:00,PT15M,74.0,BAISSE,37.63,41.17,,2025-08-30 00:02:38.0000000 +00:00,20250830.0,2025-08-29 23:00:00+00:00,53.66
2025-08-30 00:00:00+02:00,2025-08-29 22:00:00+00:00,2025-08-29 22:00:00+00:00,67.02,,,,,,,,,,2025-08-29 22:00:00+00:00,67.02
2025-08-30 00:00:00.0000000 +00:00,2025-08-30 00:00:00+00:00,2025-08-30 00:00:00+00:00,,2025-08-30 00:15:00.0000000 +00:00,PT15M,81.0,BAISSE,24.11,26.39,,2025-08-30 00:17:37.0000000 +00:00,20250830.0,2025-08-30 00:00:00+00:00,58.64
2025-08-30 00:15:00.0000000 +00:00,2025-08-30 00:15:00+00:00,2025-08-30 00:15:00+00:00,,2025-08-30 00:30:00.0000000 +00:00,PT15M,173.0,BAISSE,17.58,19.24,,2025-08-30 00:47:37.0000000 +00:00,20250830.0,2025-08-30 00:00:00+00:00,58.64
2025-08-30 00:30:00.0000000 +00:00,2025-08-30 00:30:00+00:00,2025-08-30 00:30:00+00:00,,2025-08-30 00:45:00.0000000 +00:00,PT15M,14.0,BAISSE,16.14,17.66,,2025-08-30 00:47:37.0000000 +00:00,20250830.0,2025-08-30 00:00:00+00:00,58.64
2025-08-30 00:45:00.0000000 +00:00,2025-08-30 00:45:00+00:00,2025-08-30 00:45:00+00:00,,2025-08-30 01:00:00.0000000 +00:00,PT15M,121.0,BAISSE,14.11,15.43,,2025-08-30 01:02:37.0000000 +00:00,20250830.0,2025-08-30 00:00:00+00:00,58.64
2025-08-30 01:00:00+02:00,2025-08-29 23:00:00+00:00,2025-08-29 23:00:00+00:00,53.66,,,,,,,,,,2025-08-29 23:00:00+00:00,53.66
2025-08-30 01:00:00.0000000 +00:00,2025-08-30 01:00:00+00:00,2025-08-30 01:00:00+00:00,,2025-08-30 01:15:00.0000000 +00:00,PT15M,-8.0,HAUSSE,46.22,50.58,,2025-08-30 01:17:37.0000000 +00:00,20250830.0,2025-08-30 01:00:00+00:00,81.51
2025-08-30 01:15:00.0000000 +00:00,2025-08-30 01:15:00+00:00,2025-08-30 01:15:00+00:00,,2025-08-30 01:30:00.0000000 +00:00,PT15M,71.0,BAISSE,13.3,14.56,,2025-08-30 01:32:38.0000000 +00:00,20250830.0,2025-08-30 01:00:00+00:00,81.51
2025-08-30 01:30:00.0000000 +00:00,2025-08-30 01:30:00+00:00,2025-08-30 01:30:00+00:00,,2025-08-30 01:45:00.0000000 +00:00,PT15M,19.0,BAISSE,13.3,14.56,,2025-08-30 01:47:37.0000000 +00:00,20250830.0,2025-08-30 01:00:00+00:00,81.51
2025-08-30 01:45:00.0000000 +00:00,2025-08-30 01:45:00+00:00,2025-08-30 01:45:00+00:00,,2025-08-30 02:00:00.0000000 +00:00,PT15M,46.0,BAISSE,13.3,14.56,,2025-08-30 02:02:39.0000000 +00:00,20250830.0,2025-08-30 01:00:00+00:00,81.51
2025-08-30 02:00:00+02:00,2025-08-30 00:00:00+00:00,2025-08-30 00:00:00+00:00,58.64,,,,,,,,,,2025-08-30 00:00:00+00:00,58.64
2025-08-30 02:00:00.0000000 +00:00,2025-08-30 02:00:00+00:00,2025-08-30 02:00:00+00:00,,2025-08-30 02:15:00.0000000 +00:00,PT15M,96.0,BAISSE,13.3,14.56,,2025-08-30 02:17:39.0000000 +00:00,20250830.0,2025-08-30 02:00:00+00:00,37.79
2025-08-30 02:15:00.0000000 +00:00,2025-08-30 02:15:00+00:00,2025-08-30 02:15:00+00:00,,2025-08-30 02:30:00.0000000 +00:00,PT15M,22.0,BAISSE,13.3,14.56,,2025-08-30 02:32:38.0000000 +00:00,20250830.0,2025-08-30 02:00:00+00:00,37.79
2025-08-30 02:30:00.0000000 +00:00,2025-08-30 02:30:00+00:00,2025-08-30 02:30:00+00:00,,2025-08-30 02:45:00.0000000 +00:00,PT15M,-5.0,HAUSSE,44.56,48.76,,2025-08-30 02:47:39.0000000 +00:00,20250830.0,2025-08-30 02:00:00+00:00,37.79
2025-08-30 02:45:00.0000000 +00:00,2025-08-30 02:45:00+00:00,2025-08-30 02:45:00+00:00,,2025-08-30 03:00:00.0000000 +00:00,PT15M,-53.0,HAUSSE,43.81,47.93,,2025-08-30 03:02:51.0000000 +00:00,20250830.0,2025-08-30 02:00:00+00:00,37.79
2025-08-30 03:00:00+02:00,2025-08-30 01:00:00+00:00,2025-08-30 01:00:00+00:00,81.51,,,,,,,,,,2025-08-30 01:00:00+00:00,81.51
2025-08-30 03:00:00.0000000 +00:00,2025-08-30 03:00:00+00:00,2025-08-30 03:00:00+00:00,,2025-08-30 03:15:00.0000000 +00:00,PT15M,57.0,BAISSE,13.3,14.56,,2025-08-30 03:17:38.0000000 +00:00,20250830.0,2025-08-30 03:00:00+00:00,25.32
2025-08-30 03:15:00.0000000 +00:00,2025-08-30 03:15:00+00:00,2025-08-30 03:15:00+00:00,,2025-08-30 03:30:00.0000000 +00:00,PT15M,100.0,BAISSE,13.31,14.57,,2025-08-30 03:32:38.0000000 +00:00,20250830.0,2025-08-30 03:00:00+00:00,25.32
2025-08-30 03:30:00.0000000 +00:00,2025-08-30 03:30:00+00:00,2025-08-30 03:30:00+00:00,,2025-08-30 03:45:00.0000000 +00:00,PT15M,27.0,BAISSE,13.3,14.56,,2025-08-30 03:47:37.0000000 +00:00,20250830.0,2025-08-30 03:00:00+00:00,25.32
2025-08-30 03:45:00.0000000 +00:00,2025-08-30 03:45:00+00:00,2025-08-30 03:45:00+00:00,,2025-08-30 04:00:00.0000000 +00:00,PT15M,37.0,BAISSE,13.3,14.56,,2025-08-30 04:02:39.0000000 +00:00,20250830.0,2025-08-30 03:00:00+00:00,25.32
2025-08-30 04:00:00+02:00,2025-08-30 02:00:00+00:00,2025-08-30 02:00:00+00:00,37.79,,,,,,,,,,2025-08-30 02:00:00+00:00,37.79
2025-08-30 04:00:00.0000000 +00:00,2025-08-30 04:00:00+00:00,2025-08-30 04:00:00+00:00,,2025-08-30 04:15:00.0000000 +00:00,PT15M,-6.0,HAUSSE,40.47,44.29,,2025-08-30 04:17:39.0000000 +00:00,20250830.0,2025-08-30 04:00:00+00:00,63.72
2025-08-30 04:15:00.0000000 +00:00,2025-08-30 04:15:00+00:00,2025-08-30 04:15:00+00:00,,2025-08-30 04:30:00.0000000 +00:00,PT15M,-54.0,HAUSSE,42.57,46.59,,2025-08-30 04:32:39.0000000 +00:00,20250830.0,2025-08-30 04:00:00+00:00,63.72
2025-08-30 04:30:00.0000000 +00:00,2025-08-30 04:30:00+00:00,2025-08-30 04:30:00+00:00,,2025-08-30 04:45:00.0000000 +00:00,PT15M,-81.0,HAUSSE,81.03,88.67,,2025-08-30 04:47:38.0000000 +00:00,20250830.0,2025-08-30 04:00:00+00:00,63.72
2025-08-30 04:45:00.0000000 +00:00,2025-08-30 04:45:00+00:00,2025-08-30 04:45:00+00:00,,2025-08-30 05:00:00.0000000 +00:00,PT15M,-169.0,HAUSSE,62.77,68.69,,2025-08-30 05:02:40.0000000 +00:00,20250830.0,2025-08-30 04:00:00+00:00,63.72
2025-08-30 05:00:00+02:00,2025-08-30 03:00:00+00:00,2025-08-30 03:00:00+00:00,25.32,,,,,,,,,,2025-08-30 03:00:00+00:00,25.32
2025-08-30 05:00:00.0000000 +00:00,2025-08-30 05:00:00+00:00,2025-08-30 05:00:00+00:00,,2025-08-30 05:15:00.0000000 +00:00,PT15M,-95.0,HAUSSE,34.41,37.65,,2025-08-30 05:17:38.0000000 +00:00,20250830.0,2025-08-30 05:00:00+00:00,54.56
2025-08-30 05:15:00.0000000 +00:00,2025-08-30 05:15:00+00:00,2025-08-30 05:15:00+00:00,,2025-08-30 05:30:00.0000000 +00:00,PT15M,-68.0,HAUSSE,40.94,44.8,,2025-08-30 05:32:38.0000000 +00:00,20250830.0,2025-08-30 05:00:00+00:00,54.56
2025-08-30 05:30:00.0000000 +00:00,2025-08-30 05:30:00+00:00,2025-08-30 05:30:00+00:00,,2025-08-30 05:45:00.0000000 +00:00,PT15M,-15.0,HAUSSE,49.46,54.12,,2025-08-30 05:47:39.0000000 +00:00,20250830.0,2025-08-30 05:00:00+00:00,54.56
2025-08-30 05:45:00.0000000 +00:00,2025-08-30 05:45:00+00:00,2025-08-30 05:45:00+00:00,,2025-08-30 06:00:00.0000000 +00:00,PT15M,-53.0,HAUSSE,34.06,37.26,,2025-08-30 06:02:39.0000000 +00:00,20250830.0,2025-08-30 05:00:00+00:00,54.56
2025-08-30 06:00:00+02:00,2025-08-30 04:00:00+00:00,2025-08-30 04:00:00+00:00,63.72,,,,,,,,,,2025-08-30 04:00:00+00:00,63.72
2025-08-30 06:00:00.0000000 +00:00,2025-08-30 06:00:00+00:00,2025-08-30 06:00:00+00:00,,2025-08-30 06:15:00.0000000 +00:00,PT15M,35.0,BAISSE,21.3,23.3,,2025-08-30 06:17:39.0000000 +00:00,20250830.0,2025-08-30 06:00:00+00:00,70.57
2025-08-30 06:15:00.0000000 +00:00,2025-08-30 06:15:00+00:00,2025-08-30 06:15:00+00:00,,2025-08-30 06:30:00.0000000 +00:00,PT15M,54.0,BAISSE,33.67,36.85,,2025-08-31 06:27:32.0000000 +00:00,20250830.0,2025-08-30 06:00:00+00:00,70.57
2025-08-30 06:30:00.0000000 +00:00,2025-08-30 06:30:00+00:00,2025-08-30 06:30:00+00:00,,2025-08-30 06:45:00.0000000 +00:00,PT15M,58.0,BAISSE,32.27,35.31,,2025-08-30 06:47:40.0000000 +00:00,20250830.0,2025-08-30 06:00:00+00:00,70.57
2025-08-30 06:45:00.0000000 +00:00,2025-08-30 06:45:00+00:00,2025-08-30 06:45:00+00:00,,2025-08-30 07:00:00.0000000 +00:00,PT15M,198.0,BAISSE,34.94,38.24,,2025-08-30 07:17:39.0000000 +00:00,20250830.0,2025-08-30 06:00:00+00:00,70.57
2025-08-30 07:00:00+02:00,2025-08-30 05:00:00+00:00,2025-08-30 05:00:00+00:00,54.56,,,,,,,,,,2025-08-30 05:00:00+00:00,54.56
2025-08-30 07:00:00.0000000 +00:00,2025-08-30 07:00:00+00:00,2025-08-30 07:00:00+00:00,,2025-08-30 07:15:00.0000000 +00:00,PT15M,259.0,BAISSE,-19.41,-17.73,,2025-08-31 06:27:32.0000000 +00:00,20250830.0,2025-08-30 07:00:00+00:00,32.0
2025-08-30 07:15:00.0000000 +00:00,2025-08-30 07:15:00+00:00,2025-08-30 07:15:00+00:00,,2025-08-30 07:30:00.0000000 +00:00,PT15M,92.0,BAISSE,15.48,16.94,,2025-08-31 06:27:32.0000000 +00:00,20250830.0,2025-08-30 07:00:00+00:00,32.0
2025-08-30 07:30:00.0000000 +00:00,2025-08-30 07:30:00+00:00,2025-08-30 07:30:00+00:00,,2025-08-30 07:45:00.0000000 +00:00,PT15M,115.0,BAISSE,8.84,9.68,,2025-08-31 06:27:32.0000000 +00:00,20250830.0,2025-08-30 07:00:00+00:00,32.0
2025-08-30 07:45:00.0000000 +00:00,2025-08-30 07:45:00+00:00,2025-08-30 07:45:00+00:00,,2025-08-30 08:00:00.0000000 +00:00,PT15M,392.0,BAISSE,-6.72,-6.14,,2025-08-30 08:17:40.0000000 +00:00,20250830.0,2025-08-30 07:00:00+00:00,32.0
2025-08-30 08:00:00+02:00,2025-08-30 06:00:00+00:00,2025-08-30 06:00:00+00:00,70.57,,,,,,,,,,2025-08-30 06:00:00+00:00,70.57
2025-08-30 08:00:00.0000000 +00:00,2025-08-30 08:00:00+00:00,2025-08-30 08:00:00+00:00,,2025-08-30 08:15:00.0000000 +00:00,PT15M,118.0,BAISSE,-51.02,-46.62,,2025-08-30 08:17:40.0000000 +00:00,20250830.0,2025-08-30 08:00:00+00:00,12.82
2025-08-30 08:15:00.0000000 +00:00,2025-08-30 08:15:00+00:00,2025-08-30 08:15:00+00:00,,2025-08-30 08:30:00.0000000 +00:00,PT15M,-71.0,HAUSSE,22.63,24.77,,2025-08-30 08:32:40.0000000 +00:00,20250830.0,2025-08-30 08:00:00+00:00,12.82
2025-08-30 08:30:00.0000000 +00:00,2025-08-30 08:30:00+00:00,2025-08-30 08:30:00+00:00,,2025-08-30 08:45:00.0000000 +00:00,PT15M,7.0,BAISSE,-48.89,-44.67,,2025-08-30 08:47:40.0000000 +00:00,20250830.0,2025-08-30 08:00:00+00:00,12.82
2025-08-30 08:45:00.0000000 +00:00,2025-08-30 08:45:00+00:00,2025-08-30 08:45:00+00:00,,2025-08-30 09:00:00.0000000 +00:00,PT15M,57.0,BAISSE,-45.89,-41.93,,2025-08-30 11:47:41.0000000 +00:00,20250830.0,2025-08-30 08:00:00+00:00,12.82
2025-08-30 09:00:00+02:00,2025-08-30 07:00:00+00:00,2025-08-30 07:00:00+00:00,32.0,,,,,,,,,,2025-08-30 07:00:00+00:00,32.0
2025-08-30 09:00:00.0000000 +00:00,2025-08-30 09:00:00+00:00,2025-08-30 09:00:00+00:00,,2025-08-30 09:15:00.0000000 +00:00,PT15M,0.0,HAUSSE,37.12,40.62,,2025-08-30 09:47:40.0000000 +00:00,20250830.0,2025-08-30 09:00:00+00:00,5.23
2025-08-30 09:15:00.0000000 +00:00,2025-08-30 09:15:00+00:00,2025-08-30 09:15:00+00:00,,2025-08-30 09:30:00.0000000 +00:00,PT15M,45.0,BAISSE,16.43,17.97,,2025-08-30 09:47:40.0000000 +00:00,20250830.0,2025-08-30 09:00:00+00:00,5.23
2025-08-30 09:30:00.0000000 +00:00,2025-08-30 09:30:00+00:00,2025-08-30 09:30:00+00:00,,2025-08-30 09:45:00.0000000 +00:00,PT15M,124.0,BAISSE,16.07,17.59,,2025-08-30 09:47:40.0000000 +00:00,20250830.0,2025-08-30 09:00:00+00:00,5.23
2025-08-30 09:45:00.0000000 +00:00,2025-08-30 09:45:00+00:00,2025-08-30 09:45:00+00:00,,2025-08-30 10:00:00.0000000 +00:00,PT15M,132.0,BAISSE,-2.25,-2.05,,2025-08-30 10:02:43.0000000 +00:00,20250830.0,2025-08-30 09:00:00+00:00,5.23
2025-08-30 10:00:00+02:00,2025-08-30 08:00:00+00:00,2025-08-30 08:00:00+00:00,12.82,,,,,,,,,,2025-08-30 08:00:00+00:00,12.82
2025-08-30 10:00:00.0000000 +00:00,2025-08-30 10:00:00+00:00,2025-08-30 10:00:00+00:00,,2025-08-30 10:15:00.0000000 +00:00,PT15M,312.0,BAISSE,-2.7,-2.46,,2025-08-30 10:17:43.0000000 +00:00,20250830.0,2025-08-30 10:00:00+00:00,0.0
2025-08-30 10:15:00.0000000 +00:00,2025-08-30 10:15:00+00:00,2025-08-30 10:15:00+00:00,,2025-08-30 10:30:00.0000000 +00:00,PT15M,244.0,BAISSE,-3.96,-3.62,,2025-08-30 10:32:40.0000000 +00:00,20250830.0,2025-08-30 10:00:00+00:00,0.0
2025-08-30 10:30:00.0000000 +00:00,2025-08-30 10:30:00+00:00,2025-08-30 10:30:00+00:00,,2025-08-30 10:45:00.0000000 +00:00,PT15M,232.0,BAISSE,-13.49,-12.33,,2025-08-30 10:47:42.0000000 +00:00,20250830.0,2025-08-30 10:00:00+00:00,0.0
2025-08-30 10:45:00.0000000 +00:00,2025-08-30 10:45:00+00:00,2025-08-30 10:45:00+00:00,,2025-08-30 11:00:00.0000000 +00:00,PT15M,217.0,BAISSE,-1.93,-1.77,,2025-08-30 11:02:43.0000000 +00:00,20250830.0,2025-08-30 10:00:00+00:00,0.0
2025-08-30 11:00:00+02:00,2025-08-30 09:00:00+00:00,2025-08-30 09:00:00+00:00,5.23,,,,,,,,,,2025-08-30 09:00:00+00:00,5.23
2025-08-30 11:00:00.0000000 +00:00,2025-08-30 11:00:00+00:00,2025-08-30 11:00:00+00:00,,2025-08-30 11:15:00.0000000 +00:00,PT15M,104.0,BAISSE,-13.96,-12.76,,2025-08-31 06:37:15.0000000 +00:00,20250830.0,2025-08-30 11:00:00+00:00,-0.01
2025-08-30 11:15:00.0000000 +00:00,2025-08-30 11:15:00+00:00,2025-08-30 11:15:00+00:00,,2025-08-30 11:30:00.0000000 +00:00,PT15M,72.0,BAISSE,-7.62,-6.96,,2025-08-30 11:32:42.0000000 +00:00,20250830.0,2025-08-30 11:00:00+00:00,-0.01
2025-08-30 11:30:00.0000000 +00:00,2025-08-30 11:30:00+00:00,2025-08-30 11:30:00+00:00,,2025-08-30 11:45:00.0000000 +00:00,PT15M,187.0,BAISSE,1.27,1.39,,2025-08-30 11:47:42.0000000 +00:00,20250830.0,2025-08-30 11:00:00+00:00,-0.01
2025-08-30 11:45:00.0000000 +00:00,2025-08-30 11:45:00+00:00,2025-08-30 11:45:00+00:00,,2025-08-30 12:00:00.0000000 +00:00,PT15M,267.0,BAISSE,6.63,7.25,,2025-08-30 12:02:42.0000000 +00:00,20250830.0,2025-08-30 11:00:00+00:00,-0.01
2025-08-30 12:00:00+02:00,2025-08-30 10:00:00+00:00,2025-08-30 10:00:00+00:00,0.0,,,,,,,,,,2025-08-30 10:00:00+00:00,0.0
2025-08-30 12:00:00.0000000 +00:00,2025-08-30 12:00:00+00:00,2025-08-30 12:00:00+00:00,,2025-08-30 12:15:00.0000000 +00:00,PT15M,114.0,BAISSE,16.04,17.56,,2025-08-30 12:17:40.0000000 +00:00,20250830.0,2025-08-30 12:00:00+00:00,-0.01
2025-08-30 12:15:00.0000000 +00:00,2025-08-30 12:15:00+00:00,2025-08-30 12:15:00+00:00,,2025-08-30 12:30:00.0000000 +00:00,PT15M,86.0,BAISSE,20.6,22.54,,2025-08-30 12:32:43.0000000 +00:00,20250830.0,2025-08-30 12:00:00+00:00,-0.01
2025-08-30 12:30:00.0000000 +00:00,2025-08-30 12:30:00+00:00,2025-08-30 12:30:00+00:00,,2025-08-30 12:45:00.0000000 +00:00,PT15M,146.0,BAISSE,1.22,1.34,,2025-08-30 12:47:43.0000000 +00:00,20250830.0,2025-08-30 12:00:00+00:00,-0.01
2025-08-30 12:45:00.0000000 +00:00,2025-08-30 12:45:00+00:00,2025-08-30 12:45:00+00:00,,2025-08-30 13:00:00.0000000 +00:00,PT15M,117.0,BAISSE,-0.63,-0.57,,2025-08-30 13:17:41.0000000 +00:00,20250830.0,2025-08-30 12:00:00+00:00,-0.01
2025-08-30 13:00:00+02:00,2025-08-30 11:00:00+00:00,2025-08-30 11:00:00+00:00,-0.01,,,,,,,,,,2025-08-30 11:00:00+00:00,-0.01
2025-08-30 13:00:00.0000000 +00:00,2025-08-30 13:00:00+00:00,2025-08-30 13:00:00+00:00,,2025-08-30 13:15:00.0000000 +00:00,PT15M,-108.0,HAUSSE,56.89,62.25,,2025-08-31 06:37:16.0000000 +00:00,20250830.0,2025-08-30 13:00:00+00:00,0.0
2025-08-30 13:15:00.0000000 +00:00,2025-08-30 13:15:00+00:00,2025-08-30 13:15:00+00:00,,2025-08-30 13:30:00.0000000 +00:00,PT15M,223.0,BAISSE,-13.34,-12.2,,2025-08-30 13:47:40.0000000 +00:00,20250830.0,2025-08-30 13:00:00+00:00,0.0
2025-08-30 13:30:00.0000000 +00:00,2025-08-30 13:30:00+00:00,2025-08-30 13:30:00+00:00,,2025-08-30 13:45:00.0000000 +00:00,PT15M,246.0,BAISSE,-5.65,-5.17,,2025-08-30 13:47:40.0000000 +00:00,20250830.0,2025-08-30 13:00:00+00:00,0.0
2025-08-30 13:45:00.0000000 +00:00,2025-08-30 13:45:00+00:00,2025-08-30 13:45:00+00:00,,2025-08-30 14:00:00.0000000 +00:00,PT15M,271.0,BAISSE,-5.24,-4.78,,2025-08-30 14:02:41.0000000 +00:00,20250830.0,2025-08-30 13:00:00+00:00,0.0
2025-08-30 14:00:00+02:00,2025-08-30 12:00:00+00:00,2025-08-30 12:00:00+00:00,-0.01,,,,,,,,,,2025-08-30 12:00:00+00:00,-0.01
